District_code,District_name,Learning_Modality,Operational_Schools,Student_Count,City,State,ZIP_Code
2105070,Rockcastle County,In Person,6,2812,Mount Vernon,KY,40456
2105100,Rowan County,In Person,10,3548,Morehead,KY,40351
2105130,Russell Independent,In Person,5,2297,Flatwoods,KY,41139
2105160,Russell County,In Person,5,3114,Jamestown,KY,42629
2105190,Russellville Independent,In Person,5,1023,Russellville,KY,42276
2105260,Scott County,In Person,17,9925,Georgetown,KY,40324
2105320,Shelby County,In Person,14,7304,Shelbyville,KY,40066
2105430,Somerset Independent,In Person,3,1695,Somerset,KY,42501
2105460,Southgate Independent,In Person,1,212,Southgate,KY,41071
2105490,Spencer County,In Person,5,3169,Taylorsville,KY,40071
2200780,Jackson Parish,In Person,5,2263,Jonesboro,LA,71251
2200810,Jefferson Davis Parish,In Person,13,5705,Jennings,LA,70546
2200840,Jefferson Parish,In Person,81,49862,Harvey,LA,70058
2200870,Lafayette Parish,In Person,46,31430,Lafayette,LA,70508
2200900,Lafourche Parish,In Person,31,14652,Thibodaux,LA,70301
2200960,LaSalle Parish,In Person,9,2656,Jena,LA,71342
2200990,Lincoln Parish,In Person,12,5467,Ruston,LA,71270
2201020,Livingston Parish,In Person,44,25781,Livingston,LA,70754
2201050,Madison Parish,In Person,5,1183,Tallulah,LA,71282
2201080,City of Monroe School District,In Person,19,8178,Monroe,LA,71201
2201110,Morehouse Parish,In Person,5,3566,Bastrop,LA,71220
2201140,Natchitoches Parish,In Person,15,5836,Natchitoches,LA,71457
2201170,Orleans Parish,In Person,8,4612,New Orleans,LA,70114
2201200,Ouachita Parish,In Person,36,19058,Monroe,LA,71201
2201230,Plaquemines Parish,In Person,8,4045,Belle Chasse,LA,70037
2201260,Pointe Coupee Parish,In Person,5,2841,New Roads,LA,70760
2201290,Rapides Parish,In Person,47,22855,Alexandria,LA,71301
2201320,Red River Parish,In Person,5,1453,Coushatta,LA,71019
2201350,Richland Parish,In Person,12,2738,Rayville,LA,71269
2201380,Sabine Parish,In Person,10,4327,Many,LA,71449
2313530,West Bath Public Schools,In Person,1,118,West Bath,ME,4530
2313560,Westbrook Public Schools,In Person,6,2444,Westbrook,ME,4092
2313860,Winslow Schools,In Person,3,1152,Winslow,ME,4901
2313980,Wiscasset Public Schools,In Person,2,516,Wiscasset,ME,4578
2314100,Yarmouth Schools,In Person,4,1698,Yarmouth,ME,4096
2314130,York Public Schools,In Person,4,1641,York,ME,3909
2314160,RSU 52/MSAD 52,In Person,6,2018,Turner,ME,4282
2314210,RSU 61/MSAD 61,In Person,5,1694,Bridgton,ME,4009
2314240,RSU 51/MSAD 51,In Person,4,2129,Cumberland,ME,4021
2314300,RSU 58/MSAD 58,In Person,4,618,Phillips,ME,4966
2314330,RSU 49/MSAD 49,In Person,6,2091,Fairfield,ME,4937
2314440,RSU 64/MSAD 64,In Person,3,1059,East Corinth,ME,4427
2314470,RSU 63/MSAD 63,In Person,3,563,Holden,ME,4429
2314560,RSU 59/MSAD 59,In Person,3,617,Madison,ME,4950
2314590,RSU 54/MSAD 54,In Person,8,2375,Skowhegan,ME,4976
2314670,RSU 57/MSAD 57,In Person,7,2987,Waterboro,ME,4087
2314700,RSU 60/MSAD 60,In Person,7,3036,North Berwick,ME,3906
2314761,RSU 68/MSAD 68,In Person,2,1009,Dover-Foxcroft,ME,4426
2314762,RSU 70/MSAD 70,In Person,2,497,Hodgdon,ME,4730
2314765,RSU 72/MSAD 72,In Person,3,1209,Fryeburg,ME,4037
2500066,MATCH Charter Public School (District),In Person,1,1223,Boston,MA,2215
2500067,Manchester Essex Regional,In Person,4,1370,Manchester,MA,1944
2500068,Christa McAuliffe Charter Public (District),In Person,1,401,Framingham,MA,1701
2500070,Codman Academy Charter Public (District),In Person,1,339,Dorchester,MA,2124
2500071,Brooke Charter School (District),In Person,1,1969,Roslindale,MA,2131
2500073,Sizer School: A North Central Charter Essential (District),In Person,1,355,Fitchburg,MA,1420
2500075,Excel Academy Charter (District),In Person,1,1370,East Boston,MA,2128
2500076,Four Rivers Charter Public (District),In Person,1,217,Greenfield,MA,1301
2500077,Helen Y. Davis Leadership Academy Charter Public (District),In Person,1,207,Boston,MA,2122
2500079,Berkshire Arts and Technology Charter Public (District),In Person,1,372,Adams,MA,1220
2500080,Boston Preparatory Charter Public (District),In Person,1,581,Hyde Park,MA,2136
2500085,Advanced Math and Science Academy Charter (District),In Person,1,963,Marlborough,MA,1752
2500086,Community Charter School of Cambridge (District),In Person,1,326,Cambridge,MA,2141
2500087,Holyoke Community Charter (District),In Person,1,701,Holyoke,MA,1040
2500089,Martin Luther King Jr. Charter School of Excellence (Distric,In Person,1,360,Springfield,MA,1108
2500518,Pioneer Charter School of Science (District),In Person,1,793,Everett,MA,2149
2500522,Hampden Charter School of Science East (District),In Person,1,524,Chicopee,MA,1022
2500525,Alma del Mar Charter School (District),In Person,1,653,New Bedford,MA,2746
2500526,Boston Green Academy Horace Mann Charter School (District),In Person,1,500,Brighton,MA,2135
2500527,Bridge Boston Charter School (District),In Person,1,334,Roxbury,MA,2119
2505220,Georgetown,In Person,4,1368,Georgetown,MA,1833
2505370,Grafton,In Person,6,3205,Grafton,MA,1519
2505400,Granby,In Person,2,753,Granby,MA,1033
2505470,Greater Lawrence Regional Vocational Technical,In Person,1,1591,Andover,MA,1810
2505480,Greater Lowell Regional Vocational Technical,In Person,1,2271,Tyngsborough,MA,1879
2505485,Greater Fall River Regional Vocational Technical,In Person,1,1433,Fall River,MA,2723
2505500,Groton-Dunstable,In Person,5,2353,Groton,MA,1450
2505610,Halifax,In Person,1,586,Kingston,MA,2364
2505730,Hampden-Wilbraham,In Person,6,3005,Wilbraham,MA,1095
2505760,Hancock,In Person,1,47,Hancock,MA,2137
2505790,Hanover,In Person,4,2649,Hanover,MA,2339
2505940,Hatfield,In Person,2,431,Hatfield,MA,1038
2505970,Haverhill,In Person,16,8063,Haverhill,MA,1830
2506000,Hawlemont,In Person,1,143,Shelburne Falls,MA,1370
2506090,Hingham,In Person,6,4262,Hingham,MA,2043
2506270,Holyoke,In Person,12,5350,Holyoke,MA,1040
2506330,Hopkinton,In Person,6,3862,Hopkinton,MA,1748
2506420,Hull,In Person,3,854,Hull,MA,2045
2506480,Ipswich,In Person,4,1679,Ipswich,MA,1938
2506540,Kingston,In Person,2,1065,Kingston,MA,2364
2505220,Georgetown,In Person,4,1368,Georgetown,MA,1833
2505370,Grafton,In Person,6,3205,Grafton,MA,1519
2505400,Granby,In Person,2,753,Granby,MA,1033
2505470,Greater Lawrence Regional Vocational Technical,In Person,1,1591,Andover,MA,1810
2505480,Greater Lowell Regional Vocational Technical,In Person,1,2271,Tyngsborough,MA,1879
2505485,Greater Fall River Regional Vocational Technical,In Person,1,1433,Fall River,MA,2723
2505500,Groton-Dunstable,In Person,5,2353,Groton,MA,1450
2505610,Halifax,In Person,1,586,Kingston,MA,2364
2505730,Hampden-Wilbraham,In Person,6,3005,Wilbraham,MA,1095
2505760,Hancock,In Person,1,47,Hancock,MA,2137
2505790,Hanover,In Person,4,2649,Hanover,MA,2339
2505940,Hatfield,In Person,2,431,Hatfield,MA,1038
2505970,Haverhill,In Person,16,8063,Haverhill,MA,1830
2506000,Hawlemont,In Person,1,143,Shelburne Falls,MA,1370
2506090,Hingham,In Person,6,4262,Hingham,MA,2043
2506270,Holyoke,In Person,12,5350,Holyoke,MA,1040
2506330,Hopkinton,In Person,6,3862,Hopkinton,MA,1748
2506420,Hull,In Person,3,854,Hull,MA,2045
2511970,Walpole,In Person,8,3679,Walpole,MA,2081
2512000,Waltham,In Person,10,5738,Waltham,MA,2452
2600255,Advanced Technology Academy,In Person,1,1273,DEARBORN,MI,48126
2600264,State Street Academy,In Person,1,146,BAY CITY,MI,48706
2600269,Presque Isle Academy,In Person,1,27,Onaway,MI,49765
2600270,Creative Montessori Academy,In Person,1,800,SOUTHGATE,MI,48195
2600273,Arts Academy in the Woods,In Person,1,322,FRASER,MI,48026
2600274,Outlook Academy,In Person,2,49,Allegan,MI,49010
2600281,Merritt Academy,In Person,1,550,NEW HAVEN,MI,48048
2600285,Ojibwe Charter School,In Person,1,114,BRIMLEY,MI,49715
2600286,Richfield Public School Academy,In Person,2,648,FLINT,MI,48506
2600288,Three Oaks Public School Academy,In Person,1,368,MUSKEGON,MI,49442
2600291,Riverside Academy,In Person,3,962,Dearborn,MI,48126
2600295,Crescent Academy,In Person,3,895,SOUTHFIELD,MI,48076
2600301,Frontier International Academy,In Person,2,832,Detroit,MI,48212
2600305,Hanley International Academy,In Person,1,652,Hamtramck,MI,48212
2600306,Bridge Academy,In Person,3,874,HAMTRAMCK,MI,48212
2600308,Academy of Warren,In Person,1,705,WARREN,MI,48089
2600312,American Montessori Academy,In Person,2,465,LIVONIA,MI,48154
2600316,St. Clair County Intervention Academy,In Person,1,76,PORT HURON,MI,48060
2600317,Madison Academy,In Person,2,450,FLINT,MI,48507
2600322,Covenant House Academy Detroit,Hybrid,3,497,DETROIT,MI,48216
2604800,Bentley Community School District,In Person,4,832,BURTON,MI,48509
2604830,Benton Harbor Area Schools,In Person,6,1776,BENTON HARBOR,MI,49022
2604950,Benzie County Central Schools,In Person,6,1353,BENZONIA,MI,49616
2605010,Berkley School District,In Person,7,4282,OAK PARK,MI,48237
2605100,Berlin Township S/D #3,In Person,1,9,IONIA,MI,48846
2605430,Berrien Springs Public Schools,In Person,21,3767,BERRIEN SPRINGS,MI,49103
2605820,Birch Run Area Schools,In Person,4,1879,BIRCH RUN,MI,48415
2605850,Birmingham Public Schools,In Person,13,8005,Beverly Hills,MI,48025
2606000,Blissfield Community Schools,In Person,3,1208,BLISSFIELD,MI,49228
2606090,Bloomfield Hills Schools,In Person,11,5514,Bloomfield Hills,MI,48301
2606270,Bloomingdale Public School District,In Person,3,1177,BLOOMINGDALE,MI,49026
2606510,Boyne Falls Public School District,In Person,1,205,BOYNE FALLS,MI,49713
2606570,Brandon School District in the Counties of Oakland and Lapee,In Person,5,2287,ORTONVILLE,MI,48462
2606600,Brandywine Community Schools,In Person,5,1349,NILES,MI,49120
2606630,Breckenridge Community Schools,In Person,2,624,BRECKENRIDGE,MI,48615
2606720,Breitung Township School District,In Person,3,1910,KINGSFORD,MI,49802
2606780,Bridgeport-Spaulding Community School District,In Person,4,1512,Bridgeport,MI,48722
2606870,Brighton Area Schools,In Person,9,5973,BRIGHTON,MI,48116
2606960,Bronson Community School District,In Person,3,1074,Bronson,MI,49028
2606990,Columbia School District,In Person,4,1513,BROOKLYN,MI,49230
2614520,Flint School District of the City of,In Person,13,3748,FLINT,MI,48503
2614550,Flushing Community Schools,In Person,8,4222,FLUSHING,MI,48433
2614570,Forest Area Community Schools,In Person,3,506,FIFE LAKE,MI,49633
2614610,Forest Hills Public Schools,In Person,18,9726,GRAND RAPIDS,MI,49546
2614700,Fowler Public Schools,In Person,2,466,FOWLER,MI,48835
2614730,Fowlerville Community Schools,In Person,5,2718,FOWLERVILLE,MI,48836
2614760,Frankenmuth School District,In Person,3,1364,FRANKENMUTH,MI,48734
2614790,Frankfort-Elberta Area Schools,In Person,2,472,FRANKFORT,MI,49635
2614820,Fraser Public Schools,In Person,9,4851,FRASER,MI,48026
2615060,Freeland Community School District,In Person,3,2015,FREELAND,MI,48623
2615390,Fruitport Community Schools,In Person,7,2667,FRUITPORT,MI,49415
2615510,Glenn Public School District,In Person,1,39,GLENN,MI,49416
2615540,Garden City Public Schools,In Person,8,3595,GARDEN CITY,MI,48135
2615600,Engadine Consolidated Schools,In Person,2,344,ENGADINE,MI,49827
2615730,Gaylord Community Schools,In Person,5,2975,GAYLORD,MI,49735
2615830,Roscommon Area Public Schools,In Person,3,869,ROSCOMMON,MI,48653
2615870,Gibraltar School District,In Person,7,3656,WOODHAVEN,MI,48183
2615970,Gladstone Area Schools,In Person,4,1548,GLADSTONE,MI,49837
2615990,Gladwin Community Schools,In Person,5,1613,GLADWIN,MI,48624
2616020,Glen Lake Community Schools,In Person,1,669,MAPLE CITY,MI,49664
2622320,Madison School District (Lenawee),In Person,3,1637,ADRIAN,MI,49221
2622380,Manchester Community Schools,In Person,3,871,MANCHESTER,MI,48158
2622470,Manistique Area Schools,In Person,3,773,MANISTIQUE,MI,49854
2622500,Manton Consolidated Schools,In Person,3,955,MANTON,MI,49663
2622620,Maple Valley Schools,In Person,4,970,VERMONTVILLE,MI,49096
2622740,Marcellus Community Schools,In Person,3,696,MARCELLUS,MI,49067
2622800,Marion Public Schools,In Person,2,409,MARION,MI,49665
2622860,Marlette Community Schools,In Person,2,785,MARLETTE,MI,48453
2622970,Marshall Public Schools,In Person,8,2797,MARSHALL,MI,49068
2622980,Martin Public Schools,In Person,2,591,MARTIN,MI,49070
2623040,Marysville Public Schools,In Person,5,2837,MARYSVILLE,MI,48040
2623070,Mason Public Schools (Ingham),In Person,6,3251,MASON,MI,48854
2623100,Mason Consolidated Schools (Monroe),In Person,4,1049,ERIE,MI,48133
2623130,Mason County Central Schools,In Person,5,1351,SCOTTVILLE,MI,49454
2623250,Mattawan Consolidated School,In Person,4,3786,MATTAWAN,MI,49071
2623310,McBain Rural Agricultural Schools,In Person,3,1065,MC BAIN,MI,49657
2623460,Melvindale-North Allen Park Schools,In Person,4,3061,MELVINDALE,MI,48122
2623490,Memphis Community Schools,In Person,2,821,MEMPHIS,MI,48041
2623550,Menominee Area Public Schools,In Person,4,1261,MENOMINEE,MI,49858
2623580,Meridian Public Schools,In Person,3,1343,SANFORD,MI,48657
2630660,Saline Area Schools,In Person,8,5190,SALINE,MI,48176
2630780,Sand Creek Community Schools,In Person,2,832,SAND CREEK,MI,49279
2630930,Saranac Community Schools,In Person,2,910,SARANAC,MI,48881
2630960,Saugatuck Public Schools,In Person,3,807,DOUGLAS,MI,49406
2630990,Sault Ste. Marie Area Schools,In Person,6,1968,SAULT SAINTE MARIE,MI,49783
2631020,Schoolcraft Community Schools,In Person,3,1068,Schoolcraft,MI,49087
2631320,Shelby Public Schools,In Person,4,1246,SHELBY,MI,49455
2631380,Shepherd Public Schools,In Person,5,1764,SHEPHERD,MI,48883
2632070,Sodus Township S/D #5,In Person,1,81,SODUS,MI,49126
2632250,South Lyon Community Schools,In Person,13,8820,SOUTH LYON,MI,48178
2632280,South Redford School District,In Person,7,3118,REDFORD,MI,48239
2632300,South Haven Public Schools,In Person,6,1905,SOUTH HAVEN,MI,49090
2632310,Southfield Public School District,In Person,14,5579,SOUTHFIELD,MI,48033
2632340,Southgate Community School District,In Person,8,3451,SOUTHGATE,MI,48195
2632370,Sparta Area Schools,In Person,4,2474,SPARTA,MI,49345
2632550,Spring Lake Public Schools,In Person,6,2474,SPRING LAKE,MI,49456
2632610,Springport Public Schools,In Person,3,1016,SPRINGPORT,MI,49284
2632640,St. Charles Community Schools,In Person,3,887,SAINT CHARLES,MI,48655
2632670,Lake Shore Public Schools (Macomb),In Person,6,3467,SAINT CLAIR SHORES,MI,48081
2632820,St. Johns Public Schools,In Person,7,2796,SAINT JOHNS,MI,48879
2700110,CEDAR MOUNTAIN SCHOOL DISTRICT,In Person,2,427,MORGAN,MN,56266
2700115,COMMUNITY OF PEACE ACADEMY,In Person,3,781,SAINT PAUL,MN,55130
2700117,Minnesota Transitions Charter Sch,In Person,8,3593,BLOOMINGTON,MN,55425
2700123,HOWARD LAKE-WAVERLY-WINSTED,In Person,7,1282,HOWARD LAKE,MN,55349
2700124,FAIRMONT AREA SCHOOL DISTRICT,In Person,2,1786,FAIRMONT,MN,56031
2700125,LAC QUI PARLE VALLEY SCHOOL DIST.,In Person,4,814,MADISON,MN,56256
2700127,STEPHEN-ARGYLE CENTRAL SCHOOLS,In Person,2,290,STEPHEN,MN,56757
2700130,BLUE EARTH AREA PUBLIC SCHOOL,In Person,4,1056,BLUE EARTH,MN,56013
2700132,RED ROCK CENTRAL SCHOOL DISTRICT,In Person,2,442,LAMBERTON,MN,56152
2700133,DULUTH PUBLIC SCHOOLS ACADEMY,In Person,2,1265,DULUTH,MN,55811
2700139,E.C.H.O. CHARTER SCHOOL,In Person,1,60,ECHO,MN,56237
2700142,ST. PAUL CITY SCHOOL,In Person,3,542,SAINT PAUL,MN,55103
2700148,GLENVILLE-EMMONS SCHOOL DISTRICT,In Person,2,240,GLENVILLE,MN,56036
2700150,CLINTON-GRACEVILLE-BEARDSLEY,In Person,6,309,CLINTON,MN,56225
2700152,JENNINGS COMMUNITY SCHOOL,In Person,1,69,SAINT PAUL,MN,55114
2700156,LIFE PREP,In Person,1,266,SAINT PAUL,MN,55106
2700159,SOJOURNER TRUTH ACADEMY,In Person,1,362,MINNEAPOLIS,MN,55412
2700160,HIGH SCHOOL FOR RECORDING ARTS,In Person,1,329,SAINT PAUL,MN,55104
2700162,LAKE PARK AUDUBON SCHOOL DISTRICT,In Person,2,732,LAKE PARK,MN,56554
2700163,RENVILLE COUNTY WEST SCHOOL DIST.,In Person,2,567,RENVILLE,MN,56284
2700397,Art and Science Academy,In Person,2,385,ISANTI,MN,55040
2700398,Northeast College Prep,In Person,1,364,MINNEAPOLIS,MN,55413
2700399,Minnesota Math and Science Academy,In Person,3,485,SAINT PAUL,MN,55117
2700402,Career Pathways,In Person,1,106,SAINT PAUL,MN,55104
2700403,Jane Goodall Environmental Science,In Person,1,93,MAPLE LAKE,MN,55358
2700404,Success Academy,In Person,1,130,BLOOMINGTON,MN,55420
2700406,Minnesota Excellence in Learning Ac,In Person,1,221,MAPLE GROVE,MN,55311
2700410,New Century School,In Person,1,333,SAINT PAUL,MN,55108
2700429,Phoenix Academy Charter School,In Person,1,113,NORTH BRANCH,MN,55056
2700430,Athlos Academy of Saint Cloud,In Person,1,649,SAINT CLOUD,MN,56301
2700433,Skyline Math and Science Academy,In Person,1,187,MINNEAPOLIS,MN,55406
2700438,The Journey School,In Person,2,35,SAINT PAUL,MN,55104
2700439,SciTech Academy Charter School,In Person,2,227,RICHFIELD,MN,55423
2700445,Gateway STEM Academy,In Person,1,178,BURNSVILLE,MN,55337
2700446,Minnesota Wildflower Montessori Sch,In Person,3,11,MINNEAPOLIS,MN,55408
2700449,Three Rivers Montessori School,In Person,1,0,ELK RIVER,MN,55330
2700455,Aurora Waasakone Community of Learn,In Person,1,74,BEMIDJI,MN,56601
2700466,Rock Ridge Public Schools,In Person,8,0,VIRGINIA,MN,55792
2702720,SOUTHLAND PUBLIC SCHOOL DISTRICT,In Person,3,373,ADAMS,MN,55909
2702760,AITKIN PUBLIC SCHOOL DISTRICT,In Person,3,1172,AITKIN,MN,56431
2713170,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,In Person,11,4123,GRAND RAPIDS,MN,55744
2713380,HANCOCK PUBLIC SCHOOL DISTRICT,In Person,2,386,HANCOCK,MN,56244
2713530,HASTINGS PUBLIC SCHOOL DISTRICT,In Person,9,4335,HASTINGS,MN,55033
2713560,HAWLEY PUBLIC SCHOOL DISTRICT,In Person,3,981,HAWLEY,MN,56549
2713590,HAYFIELD PUBLIC SCHOOL DISTRICT,In Person,2,666,HAYFIELD,MN,55940
2713680,HENDRICKS PUBLIC SCHOOL DISTRICT,In Person,7,131,HENDRICKS,MN,56136
2713890,HERMAN-NORCROSS SCHOOL DISTRICT,In Person,2,100,HERMAN,MN,56248
2713920,HERMANTOWN PUBLIC SCHOOL DISTRICT,In Person,5,2147,HERMANTOWN,MN,55811
2713980,HIBBING PUBLIC SCHOOL DISTRICT,In Person,5,2333,HIBBING,MN,55746
2714010,HILL CITY PUBLIC SCHOOL DISTRICT,In Person,3,266,HILL CITY,MN,55748
2714070,HINCKLEY-FINLAYSON SCHOOL DISTRICT,In Person,5,1000,HINCKLEY,MN,55037
2714190,HOLDINGFORD PUBLIC SCHOOL DISTRICT,In Person,2,1090,HOLDINGFORD,MN,56340
2714220,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,In Person,12,8826,EDEN PRAIRIE,MN,55344
2714260,HOPKINS PUBLIC SCHOOL DISTRICT,In Person,13,6974,HOPKINS,MN,55305
2714280,HOUSTON PUBLIC SCHOOL DISTRICT,In Person,4,1694,HOUSTON,MN,55943
2714970,HUTCHINSON PUBLIC SCHOOL DISTRICT,In Person,9,2916,HUTCHINSON,MN,55350
2715000,INTERNATIONAL FALLS SCHOOL DISTRICT,In Person,2,973,INTERNATIONAL FALLS,MN,56649
2715030,INVER GROVE HEIGHTS SCHOOLS,In Person,8,3612,INVER GROVE HEIGHTS,MN,55076
2715510,ISLE PUBLIC SCHOOL DISTRICT,In Person,3,413,ISLE,MN,56342
2715750,JORDAN PUBLIC SCHOOL DISTRICT,In Person,4,1907,JORDAN,MN,55352
2732820,SARTELL-ST. STEPHEN SCHOOL DISTRICT,In Person,5,4125,SARTELL,MN,56377
2732850,SAUK CENTRE PUBLIC SCHOOL DISTRICT,In Person,3,1077,SAUK CENTRE,MN,56378
2732880,SAUK RAPIDS-RICE PUBLIC SCHOOLS,In Person,7,4579,SAUK RAPIDS,MN,56379
2732970,SEBEKA PUBLIC SCHOOL DISTRICT,In Person,2,484,SEBEKA,MN,56477
2733000,SHAKOPEE PUBLIC SCHOOL DISTRICT,In Person,10,8203,SHAKOPEE,MN,55379
2733210,SLEEPY EYE PUBLIC SCHOOL DISTRICT,In Person,2,610,SLEEPY EYE,MN,56085
2733270,South St. Paul Public School Dist,In Person,6,3425,SOUTH SAINT PAUL,MN,55075
2733300,SPRING GROVE SCHOOL DISTRICT,In Person,2,374,SPRING GROVE,MN,55974
2733330,SPRING LAKE PARK PUBLIC SCHOOLS,In Person,11,6197,SPRING LAKE PARK,MN,55432
2733390,SPRINGFIELD PUBLIC SCHOOL DISTRICT,In Person,2,575,SPRINGFIELD,MN,56087
2733420,ST. ANTHONY-NEW BRIGHTON SCHOOLS,In Person,4,1843,SAINT ANTHONY,MN,55418
2733450,ST. CHARLES PUBLIC SCHOOL DISTRICT,In Person,2,1003,SAINT CHARLES,MN,55972
2733480,ST. CLAIR PUBLIC SCHOOL DISTRICT,In Person,2,675,SAINT CLAIR,MN,56080
2733510,ST. CLOUD PUBLIC SCHOOL DISTRICT,In Person,20,10171,WAITE PARK,MN,56387
2733540,St. Francis Area Schools,In Person,12,4435,SAINT FRANCIS,MN,55070
2733600,ST. JAMES PUBLIC SCHOOL DISTRICT,In Person,4,1026,SAINT JAMES,MN,56081
2733780,ST. LOUIS PARK PUBLIC SCHOOL DIST.,In Person,9,4736,SAINT LOUIS PARK,MN,55416
2733790,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,In Person,9,6557,ALBERTVILLE,MN,55301
2733810,SOUTH WASHINGTON COUNTY SCHOOL DIST,In Person,27,19298,COTTAGE GROVE,MN,55016
2733840,ST. PAUL PUBLIC SCHOOL DISTRICT,In Person,100,36004,SAINT PAUL,MN,55102
2802400,LAMAR COUNTY SCHOOL DISTRICT,In Person,19,10718,Purvis,MS,39475
2802430,LAUDERDALE CO SCHOOL DIST,In Person,11,6179,Meridian,MS,39305
2802460,LAUREL SCHOOL DISTRICT,In Person,8,3091,Laurel,MS,39440
2802490,LAWRENCE CO SCHOOL DIST,In Person,6,2027,MONTICELLO,MS,39654
2802520,LEAKE CO SCHOOL DIST,In Person,6,2775,Carthage,MS,39051
2802550,LEE COUNTY SCHOOL DISTRICT,In Person,14,6720,Tupelo,MS,38804
2802610,LELAND SCHOOL DIST,In Person,4,785,Leland,MS,38756
2802670,LONG BEACH SCHOOL DIST,In Person,5,3115,Long Beach,MS,39560
2802700,LOUISVILLE MUNICIPAL SCHOOL DIST,In Person,7,2728,LOUISVILLE,MS,39339
2802730,LOWNDES CO SCHOOL DIST,In Person,10,5528,COLUMBUS,MS,39701
2802790,MADISON CO SCHOOL DIST,In Person,23,13310,Ridgeland,MS,39157
2802910,MERIDIAN PUBLIC SCHOOLS,In Person,12,5143,Meridian,MS,39301
2802940,MONROE CO SCHOOL DIST,In Person,5,2224,AMORY,MS,38821
2803030,NATCHEZ-ADAMS SCHOOL DISTRICT,In Person,10,3104,Natchez,MS,39120
2803060,NESHOBA COUNTY SCHOOL DISTRICT,In Person,3,3261,Philadelphia,MS,39350
2803090,NETTLETON SCHOOL DIST,In Person,3,1269,Nettleton,MS,38858
2803120,NEW ALBANY PUBLIC SCHOOLS,In Person,5,2187,New Albany,MS,38652
2803150,NEWTON COUNTY SCHOOL DISTRICT,In Person,4,1738,Decatur,MS,39327
2803180,NEWTON MUNICIPAL SCHOOL DISTRICT,In Person,4,899,Newton,MS,39345
2803210,NORTH PANOLA SCHOOL DISTRICT,In Person,6,1405,SARDIS,MS,38666
2905580,BOONVILLE R-I,In Person,5,1591,BOONVILLE,MO,65233
2905610,BOSWORTH R-V,In Person,2,54,BOSWORTH,MO,64623
2905660,BOWLING GREEN R-I,In Person,4,1410,BOWLING GREEN,MO,63334
2905700,BRADLEYVILLE R-I,In Person,2,227,Bradleyville,MO,65614
2905760,BRANSON R-IV,In Person,7,4788,BRANSON,MO,65616
2905790,ADAIR CO. R-II,In Person,2,144,BRASHEAR,MO,63533
2905820,BRAYMER C-4,In Person,2,277,BRAYMER,MO,64624
2905850,BRECKENRIDGE R-I,In Person,2,69,BRECKENRIDGE,MO,64625
2905880,BRENTWOOD,In Person,5,850,BRENTWOOD,MO,63144
2905910,BRONAUGH R-VII,In Person,2,192,BRONAUGH,MO,64728
2905940,BROOKFIELD R-III,In Person,4,919,BROOKFIELD,MO,64628
2906030,BRUNSWICK R-II,In Person,2,270,BRUNSWICK,MO,65236
2906090,BUCKLIN R-II,In Person,2,124,BUCKLIN,MO,64631
2906120,DALLAS CO. R-I,In Person,4,1780,BUFFALO,MO,65622
2906170,BUNKER R-III,In Person,2,225,BUNKER,MO,63629
2906450,CAINSVILLE R-I,In Person,2,81,CAINSVILLE,MO,64632
2906480,CALHOUN R-VIII,In Person,3,123,CALHOUN,MO,65323
2906510,MONITEAU CO. R-I,In Person,3,1401,CALIFORNIA,MO,65018
2906990,CAMDENTON R-III,In Person,9,4230,CAMDENTON,MO,65020
2907020,CAMERON R-I,In Person,4,1742,CAMERON,MO,64429
2905580,BOONVILLE R-I,In Person,5,1591,BOONVILLE,MO,65233
2905610,BOSWORTH R-V,In Person,2,54,BOSWORTH,MO,64623
2905660,BOWLING GREEN R-I,In Person,4,1410,BOWLING GREEN,MO,63334
2905700,BRADLEYVILLE R-I,In Person,2,227,Bradleyville,MO,65614
2905760,BRANSON R-IV,In Person,7,4788,BRANSON,MO,65616
2905790,ADAIR CO. R-II,In Person,2,144,BRASHEAR,MO,63533
2905820,BRAYMER C-4,In Person,2,277,BRAYMER,MO,64624
2905850,BRECKENRIDGE R-I,In Person,2,69,BRECKENRIDGE,MO,64625
2905880,BRENTWOOD,In Person,5,850,BRENTWOOD,MO,63144
2905910,BRONAUGH R-VII,In Person,2,192,BRONAUGH,MO,64728
2905940,BROOKFIELD R-III,In Person,4,919,BROOKFIELD,MO,64628
2906030,BRUNSWICK R-II,In Person,2,270,BRUNSWICK,MO,65236
2906090,BUCKLIN R-II,In Person,2,124,BUCKLIN,MO,64631
2906120,DALLAS CO. R-I,In Person,4,1780,BUFFALO,MO,65622
2906170,BUNKER R-III,In Person,2,225,BUNKER,MO,63629
2906450,CAINSVILLE R-I,In Person,2,81,CAINSVILLE,MO,64632
2906480,CALHOUN R-VIII,In Person,3,123,CALHOUN,MO,65323
2906510,MONITEAU CO. R-I,In Person,3,1401,CALIFORNIA,MO,65018
2906990,CAMDENTON R-III,In Person,9,4230,CAMDENTON,MO,65020
2907020,CAMERON R-I,In Person,4,1742,CAMERON,MO,64429
2905580,BOONVILLE R-I,In Person,5,1591,BOONVILLE,MO,65233
2905610,BOSWORTH R-V,In Person,2,54,BOSWORTH,MO,64623
2905660,BOWLING GREEN R-I,In Person,4,1410,BOWLING GREEN,MO,63334
